epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4653,0.8127,0.8229,99.1,28.4,3.8909,0.9
20,0.4553,0.82,0.8307,68.55,25.75,4.0239,1.8
30,0.4467,0.8209,0.8321,66.95,27.45,3.7786,2.7
40,0.4419,0.8217,0.8315,64.35,29.45,3.9034,3.6
50,0.4397,0.8232,0.8326,58.2,27.9,3.8717,4.5
60,0.4388,0.8218,0.8329,68.0,25.8,3.6611,5.4
70,0.4341,0.8231,0.8321,65.8,26.25,3.7135,6.3
80,0.4343,0.8221,0.831,60.6,27.85,3.7981,7.2
90,0.4356,0.8233,0.8341,63.1,27.95,3.6816,8.0
100,0.4297,0.8212,0.8326,58.6,28.6,3.7371,8.9
