epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5636,0.8181,0.832,60.3,25.65,4.3087,1.1
20,0.5512,0.8178,0.8326,60.15,25.1,3.924,2.2
30,0.5384,0.8206,0.8331,66.85,23.85,3.7632,3.2
40,0.533,0.8205,0.8319,65.35,28.0,3.8877,4.3
50,0.5251,0.8193,0.8298,58.55,27.5,3.9909,5.4
60,0.5297,0.822,0.8329,65.25,25.9,3.7187,6.5
70,0.5281,0.8214,0.8327,60.75,25.8,3.7513,7.6
80,0.5211,0.8197,0.8328,58.6,27.25,3.8171,8.6
90,0.5206,0.822,0.8345,56.7,26.35,3.591,9.7
100,0.5184,0.8223,0.836,52.5,24.35,3.6615,10.8
