epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4822,0.7988,0.8302,194.4667,51.6667,8.292,1.4
20,0.4689,0.8004,0.8289,197.0,50.8,8.103,2.6
30,0.4612,0.8015,0.8345,184.0,50.8667,7.5774,3.9
40,0.456,0.7984,0.8307,175.3333,48.5333,7.3167,5.2
50,0.4496,0.8015,0.8359,152.2667,49.0,7.2007,6.5
60,0.4452,0.7998,0.8356,164.8667,45.5333,7.8812,7.8
70,0.448,0.8042,0.8393,139.0,46.6667,7.4661,9.0
80,0.4368,0.8046,0.8382,140.4,46.4,7.3724,10.3
90,0.4391,0.8032,0.8384,144.4667,46.6667,7.1665,11.6
100,0.4418,0.8027,0.8379,156.3333,51.3333,6.948,12.9
