epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4246,0.8213,0.8336,49.2,35.6,4.5605,1.2
20,0.4049,0.8232,0.841,54.4,29.2,3.4311,2.3
30,0.3823,0.8219,0.8326,64.2,28.2,3.606,3.3
40,0.3777,0.8202,0.8333,58.2,29.0,3.667,4.4
50,0.3605,0.818,0.831,67.6,28.6,3.4591,5.4
60,0.3571,0.8153,0.8199,68.2,33.4,3.8873,6.5
70,0.3488,0.8171,0.8242,59.0,30.2,3.9412,7.5
80,0.344,0.8153,0.8242,56.4,32.2,3.9844,8.6
90,0.3395,0.8176,0.8219,64.0,29.2,3.5219,9.6
100,0.3351,0.8174,0.8239,64.8,31.2,3.5103,10.6
