epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5579,0.8144,0.8255,58.35,28.5,5.0056,1.1
20,0.547,0.8177,0.8282,65.85,28.1,4.0889,2.1
30,0.5373,0.8187,0.8295,60.65,26.05,3.825,3.3
40,0.5328,0.8227,0.8315,60.2,27.55,4.0254,4.4
50,0.5255,0.8197,0.8354,53.85,26.4,3.9175,5.5
60,0.5296,0.8199,0.8328,56.75,27.5,3.8603,6.7
70,0.5263,0.8209,0.8347,51.8,27.5,3.8189,7.8
80,0.5167,0.8231,0.8356,54.15,26.7,3.6752,9.0
90,0.5188,0.8228,0.8346,61.65,26.35,3.6281,10.1
100,0.5147,0.8229,0.8334,54.8,26.75,3.8382,11.2
