epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.7482,0.8163,0.8342,79.9,26.0,3.9784,1.1
20,0.7256,0.8184,0.8328,82.0,25.95,3.6286,2.2
30,0.7168,0.8208,0.8375,69.0,25.7,3.6711,3.3
40,0.7085,0.8218,0.8343,64.65,25.25,3.7344,4.4
50,0.7067,0.8227,0.8364,59.65,25.7,3.5829,5.5
60,0.705,0.8216,0.8346,65.7,23.0,3.4808,6.5
70,0.707,0.8218,0.8331,61.9,26.15,3.5374,7.6
80,0.6928,0.8223,0.8345,68.6,24.15,3.5703,8.7
90,0.698,0.8223,0.8364,59.1,25.45,3.6648,9.8
100,0.6933,0.8222,0.8346,63.2,28.05,3.5701,10.9
