epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4351,0.8189,0.8358,57.2,33.0,4.3564,1.0
20,0.404,0.8217,0.8332,67.0,31.8,3.8105,1.9
30,0.3854,0.8211,0.831,61.2,32.6,3.8342,2.9
40,0.376,0.816,0.8219,59.4,37.0,4.2155,3.9
50,0.369,0.8163,0.8246,69.4,33.0,3.5219,4.9
60,0.3616,0.8165,0.8292,62.2,27.8,3.6008,5.8
70,0.3515,0.8164,0.8224,67.8,31.0,3.5219,6.8
80,0.3485,0.8174,0.8205,68.8,28.6,3.4649,7.8
90,0.343,0.8179,0.8235,66.8,29.0,3.505,8.9
100,0.34,0.8155,0.8153,60.6,30.4,3.7982,10.1
