epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4188,0.8158,0.8348,58.15,26.3,4.2782,1.2
20,0.3992,0.816,0.8296,47.6,31.45,4.942,2.2
30,0.3766,0.8161,0.8275,57.85,29.45,4.6498,3.4
40,0.3704,0.8168,0.8261,63.1,29.0,4.5358,4.5
50,0.3666,0.8146,0.8291,55.75,27.35,4.3606,5.6
60,0.3605,0.8123,0.8224,66.7,31.05,4.4498,6.7
70,0.3567,0.8128,0.8233,70.85,26.8,4.3705,7.8
80,0.349,0.8099,0.8171,82.6,28.0,4.7057,8.9
90,0.3457,0.813,0.8193,71.65,27.0,4.4323,10.0
100,0.3404,0.8126,0.8192,68.8,26.95,4.3153,11.1
