epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4332,0.8173,0.8293,68.8,38.8,3.9318,0.8
20,0.4076,0.8218,0.8374,53.6,27.6,3.6459,1.6
30,0.3916,0.8158,0.8258,56.6,33.6,4.3617,2.4
40,0.379,0.8141,0.8263,66.6,34.2,3.7345,3.2
50,0.3745,0.8175,0.8245,77.2,35.4,3.7043,4.1
60,0.3617,0.8163,0.8224,83.8,23.8,3.538,5.1
70,0.3578,0.8195,0.8282,69.0,31.0,3.6254,6.2
80,0.3494,0.8126,0.8135,79.4,34.4,3.9402,7.3
90,0.3441,0.8133,0.8127,80.8,31.2,3.8926,8.5
100,0.3398,0.8101,0.8068,82.4,35.8,4.0433,9.7
