epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4209,0.8197,0.8273,67.7,29.2,4.3681,1.3
20,0.3846,0.8218,0.8272,65.6,25.35,4.4854,2.7
30,0.3496,0.8145,0.8149,83.9,27.7,4.1711,4.0
40,0.3129,0.8135,0.8147,88.0,28.3,4.0761,5.3
50,0.2864,0.8059,0.8031,137.45,24.75,4.1867,6.6
60,0.2624,0.8067,0.801,136.05,25.55,3.9282,7.9
70,0.2392,0.8051,0.8,139.25,26.05,3.8879,9.3
80,0.2234,0.803,0.7966,158.6,25.5,3.8975,10.6
90,0.2106,0.8034,0.7971,146.7,24.55,3.9343,11.9
100,0.1947,0.8048,0.7992,132.45,26.3,4.02,13.2
