epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5564,0.8165,0.8284,66.75,30.1,4.3781,1.0
20,0.5461,0.8184,0.8284,63.35,26.7,4.1296,1.9
30,0.5369,0.8198,0.8329,59.8,27.25,3.8723,2.9
40,0.533,0.8224,0.8319,58.15,29.65,4.0634,3.8
50,0.5267,0.8206,0.8353,56.6,26.75,3.9226,4.7
60,0.5296,0.8201,0.8319,58.4,28.85,3.792,5.7
70,0.5256,0.8213,0.837,49.1,26.85,3.7923,6.6
80,0.5162,0.8233,0.8361,55.55,26.65,3.6238,7.5
90,0.5186,0.8217,0.8322,66.5,26.5,3.6299,8.5
100,0.5141,0.8233,0.8338,55.45,26.25,3.7045,9.4
