epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5598,0.8168,0.8297,78.9,25.8,4.0319,1.1
20,0.5419,0.8202,0.8326,68.8,29.8,3.7478,2.3
30,0.5365,0.8206,0.8343,63.0,26.25,3.7541,3.4
40,0.5285,0.8222,0.8333,55.35,27.6,4.0418,4.5
50,0.5289,0.8221,0.8332,62.85,29.45,3.7275,5.7
60,0.5278,0.8218,0.8319,54.75,26.85,3.9189,6.8
70,0.5292,0.8225,0.8316,62.3,26.85,3.7375,7.9
80,0.5182,0.8225,0.8338,64.9,25.8,3.6844,9.1
90,0.5229,0.8218,0.832,60.2,25.9,3.7033,10.2
100,0.5199,0.8229,0.8324,53.9,26.2,3.7122,11.3
