epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5598,0.8156,0.8246,70.6,30.75,4.3042,1.0
20,0.5439,0.8182,0.8297,64.45,29.75,3.8822,1.9
30,0.5362,0.8213,0.8311,60.35,28.9,3.966,2.9
40,0.5279,0.8226,0.8325,59.75,27.2,3.9936,3.8
50,0.5294,0.8239,0.8327,58.8,26.3,3.8381,4.7
60,0.5262,0.8214,0.8326,57.45,25.75,3.7188,5.6
70,0.5201,0.8209,0.8313,55.7,25.85,3.9501,6.5
80,0.5227,0.8215,0.8336,55.65,26.2,3.5875,7.5
90,0.5219,0.8225,0.8327,57.05,26.35,3.6686,8.4
100,0.5153,0.8231,0.8329,51.25,25.7,3.8829,9.3
