epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5159,0.8037,0.8191,157.7143,40.5714,8.7422,0.7
20,0.5037,0.8081,0.8267,125.8571,37.1429,7.8201,1.4
30,0.4944,0.8092,0.829,119.5714,37.7143,7.284,2.0
40,0.4881,0.8108,0.8313,105.1429,36.2857,7.6007,2.7
50,0.4808,0.8085,0.8303,117.0,37.8571,6.1722,3.4
60,0.4779,0.8128,0.8315,107.2857,34.0,8.03,4.0
70,0.4719,0.8129,0.8311,107.1429,37.1429,5.9472,4.7
80,0.4773,0.813,0.8328,111.2857,35.8571,5.769,5.4
90,0.4697,0.8134,0.8357,118.4286,29.8571,5.5572,6.0
100,0.468,0.8106,0.8293,111.0,35.7143,7.2324,6.7
