epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5186,0.8173,0.8331,55.9,26.25,4.3272,0.9
20,0.4953,0.8175,0.826,66.8,25.05,4.4305,1.7
30,0.485,0.8168,0.8234,61.5,28.6,4.3396,2.6
40,0.4728,0.8166,0.8255,65.55,25.5,4.1441,3.4
50,0.4628,0.815,0.8214,73.95,24.55,4.2648,4.3
60,0.4561,0.8158,0.82,68.25,25.15,4.2681,5.1
70,0.4565,0.8156,0.8226,72.15,25.7,4.3436,5.9
80,0.4522,0.8158,0.8228,66.2,25.05,4.2717,6.8
90,0.4403,0.8138,0.8194,67.85,25.95,4.3232,7.6
100,0.4427,0.8136,0.8187,72.1,28.65,4.3447,8.5
