epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.564,0.8186,0.8312,57.45,25.4,4.5541,1.1
20,0.5521,0.818,0.8306,62.85,28.4,3.8875,2.1
30,0.5398,0.8207,0.8328,65.4,23.1,3.7414,3.1
40,0.5339,0.8216,0.8345,65.05,25.85,3.7484,4.1
50,0.528,0.8202,0.8308,54.7,26.75,3.9655,5.1
60,0.5305,0.822,0.8339,68.85,23.65,3.6649,6.1
70,0.5296,0.8227,0.8346,59.55,25.3,3.6664,7.1
80,0.5211,0.8205,0.8332,64.8,26.2,3.7209,8.1
90,0.5203,0.8208,0.8337,64.95,23.4,3.6474,9.1
100,0.5182,0.8218,0.8348,54.95,23.9,3.6752,10.2
