epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4162,0.8158,0.8346,63.8,29.1,4.2291,1.1
20,0.3973,0.8152,0.8263,69.5,29.65,4.255,2.1
30,0.3749,0.8177,0.8249,72.45,27.15,4.1732,3.2
40,0.3705,0.8146,0.8265,59.55,30.3,4.4369,4.2
50,0.3659,0.8153,0.8263,57.0,27.3,4.4616,5.3
60,0.3544,0.8123,0.8278,58.9,27.9,4.5219,6.3
70,0.3546,0.8137,0.8212,71.2,28.9,4.2179,7.4
80,0.3515,0.8103,0.8175,79.15,26.5,4.3985,8.4
90,0.343,0.812,0.8151,60.15,29.75,4.7326,9.5
100,0.3425,0.8117,0.8158,70.95,29.35,4.5719,10.5
