epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4163,0.8145,0.8342,65.15,29.0,4.2937,6.1
20,0.3952,0.8138,0.8277,64.75,27.45,4.3272,12.2
30,0.3757,0.8158,0.8259,74.9,25.15,4.2009,18.3
40,0.3694,0.8141,0.8261,60.45,27.65,4.5374,24.4
50,0.3666,0.814,0.828,57.85,26.35,4.3367,30.5
60,0.3543,0.8147,0.8303,54.35,25.3,4.3694,36.6
70,0.3535,0.8143,0.8231,66.85,27.25,4.2836,42.7
80,0.3493,0.8083,0.8145,76.75,28.35,4.3773,48.7
90,0.3437,0.813,0.8178,62.15,30.8,4.5777,54.8
100,0.3423,0.8119,0.8177,66.05,28.6,4.6014,60.9
