epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5223,0.7905,0.8065,85.0,44.8,5.4726,2.7
20,0.5035,0.7979,0.8163,78.8,42.6,4.6303,5.4
30,0.4917,0.7993,0.8056,68.6,44.6,5.5337,8.1
40,0.4805,0.8096,0.8176,59.6,32.8,5.024,10.8
50,0.4815,0.811,0.8272,55.8,31.4,4.1889,13.5
60,0.4717,0.8132,0.8257,60.0,37.8,4.1462,16.2
70,0.4723,0.8143,0.8293,55.4,33.6,3.792,18.9
80,0.4696,0.8119,0.8241,50.8,38.4,4.4795,21.6
90,0.4704,0.8118,0.8271,56.6,34.2,3.8516,24.3
100,0.4688,0.8131,0.8273,57.6,32.8,4.0332,27.0
