epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4623,0.8165,0.8328,62.9,25.3,4.0664,0.9
20,0.4594,0.8198,0.8301,71.8,28.2,3.8313,1.8
30,0.449,0.8185,0.8324,68.5,27.5,3.9179,2.7
40,0.4427,0.8227,0.8323,71.75,28.15,3.6622,3.6
50,0.4384,0.8202,0.8328,62.0,26.6,3.72,4.4
60,0.4382,0.8205,0.8315,69.85,27.8,3.7069,5.3
70,0.4379,0.8213,0.8306,69.9,30.1,3.6626,6.2
80,0.4311,0.8235,0.836,64.35,27.15,3.5332,7.1
90,0.4344,0.8229,0.8324,63.1,26.35,3.6223,8.0
100,0.4363,0.8244,0.8356,57.35,27.55,3.6118,8.9
