epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4893,0.8075,0.8282,142.2857,34.5714,7.8606,0.6
20,0.482,0.8105,0.8325,124.7143,36.2857,7.1115,1.2
30,0.4693,0.7894,0.8034,209.1429,32.7143,11.3596,1.7
40,0.4645,0.8128,0.8324,103.1429,34.8571,6.8707,2.4
50,0.4597,0.8143,0.8306,89.5714,33.2857,9.2101,3.0
60,0.4619,0.8134,0.8353,102.2857,29.1429,6.2038,3.6
70,0.4541,0.8141,0.8366,94.7143,29.8571,6.321,4.2
80,0.4539,0.8149,0.8334,96.8571,30.2857,7.5523,4.7
90,0.4485,0.8149,0.8341,101.4286,30.2857,6.3154,5.3
100,0.4501,0.814,0.8348,102.5714,35.1429,6.103,5.8
