epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4309,0.8223,0.8309,73.8,32.2,4.0649,0.6
20,0.408,0.8246,0.8356,77.0,28.4,3.0944,1.3
30,0.3875,0.8213,0.8277,80.0,27.6,3.5219,1.9
40,0.381,0.8183,0.8238,72.4,30.2,3.4747,2.5
50,0.3621,0.819,0.8253,84.4,26.6,3.4952,3.1
60,0.3599,0.8148,0.8147,87.8,34.2,3.6367,3.7
70,0.3548,0.8138,0.8188,81.2,31.0,3.5663,4.3
80,0.3477,0.8162,0.8198,79.6,24.2,3.7241,5.0
90,0.3468,0.8124,0.8146,87.4,31.4,3.6085,5.6
100,0.3406,0.8136,0.8176,78.6,28.2,3.5613,6.2
