epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6865,0.813,0.8251,77.4,29.3,4.039,1.0
20,0.6578,0.8138,0.8216,82.2,27.7,4.0469,2.1
30,0.635,0.8146,0.8241,85.4,25.3,4.2153,3.1
40,0.6172,0.8146,0.8205,86.45,27.85,4.1053,4.1
50,0.6025,0.8149,0.8225,77.7,27.7,4.2077,5.2
60,0.6003,0.8125,0.817,83.35,28.45,4.4325,6.2
70,0.5904,0.8116,0.8189,80.6,27.55,4.4631,7.3
80,0.585,0.8126,0.8189,82.45,26.7,4.4185,8.3
90,0.5832,0.8108,0.8163,83.55,26.4,4.445,9.3
100,0.5756,0.8097,0.8142,89.3,26.35,4.6157,10.4
