epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3405,0.8091,0.8497,100.6667,1.6667,10.1395,0.6
20,0.2978,0.8262,0.8613,101.3333,3.6667,8.4328,1.2
30,0.278,0.8413,0.8638,91.3333,8.0,7.1767,1.7
40,0.2618,0.8259,0.8554,102.3333,7.6667,8.5395,2.3
50,0.2466,0.834,0.8624,91.6667,8.0,8.45,2.9
60,0.2405,0.8097,0.8496,121.0,3.6667,9.2352,3.4
70,0.2308,0.8245,0.859,104.3333,8.0,7.9173,4.0
80,0.225,0.8355,0.8613,86.3333,7.0,7.0921,4.6
90,0.2187,0.8328,0.8573,109.3333,5.3333,7.8348,5.1
100,0.2115,0.8356,0.8603,90.0,8.0,7.0176,5.7
