epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4326,0.8212,0.8322,105.0,31.0,2.8847,0.8
20,0.405,0.8215,0.8301,88.8,31.0,3.3536,1.5
30,0.3933,0.8199,0.827,82.2,30.8,3.3993,2.2
40,0.3762,0.8188,0.8245,91.0,32.8,3.3446,3.0
50,0.3742,0.8192,0.826,85.2,29.8,3.6533,3.7
60,0.3609,0.8177,0.821,80.2,31.2,3.8894,4.4
70,0.3563,0.8166,0.8221,78.8,31.2,3.9786,5.1
80,0.3503,0.8133,0.8148,83.0,31.8,4.1523,5.8
90,0.3504,0.8156,0.8181,102.2,29.2,3.5219,6.5
100,0.3388,0.8134,0.8159,83.6,32.6,4.182,7.3
