epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4247,0.8183,0.8269,58.5,28.5,4.6439,1.4
20,0.3852,0.8185,0.8269,57.25,26.55,4.0673,2.7
30,0.347,0.8123,0.8158,73.6,29.3,3.9985,4.1
40,0.32,0.8121,0.8129,90.95,25.05,3.9528,5.4
50,0.2837,0.8022,0.8,114.2,31.15,4.0987,6.8
60,0.2554,0.804,0.7987,130.45,26.0,4.0323,8.2
70,0.2313,0.8002,0.7934,132.9,26.45,4.201,9.5
80,0.2143,0.8018,0.7966,110.8,26.45,4.247,10.8
90,0.2024,0.7967,0.7869,188.25,22.3,4.4978,12.2
100,0.192,0.8007,0.7941,125.8,27.35,4.3361,13.5
