epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4556,0.8185,0.8246,55.4,28.85,4.8807,1.5
20,0.4348,0.8225,0.8318,60.9,25.6,3.709,2.9
30,0.4296,0.8259,0.8358,60.0,23.75,3.4482,4.4
40,0.4202,0.8275,0.8339,51.8,25.25,3.85,5.8
50,0.4293,0.8251,0.8315,62.9,25.4,3.4683,7.3
60,0.4181,0.826,0.8347,47.9,26.3,3.7096,8.7
70,0.4134,0.8274,0.8355,56.05,23.5,3.5614,10.2
80,0.41,0.8244,0.83,50.3,26.1,3.6834,11.7
90,0.4106,0.826,0.8359,45.0,24.05,3.5993,13.1
100,0.4049,0.8276,0.8378,51.7,24.75,3.5184,14.6
