epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4599,0.8057,0.8397,68.35,29.45,4.1433,1.2
20,0.444,0.8042,0.846,46.45,26.35,4.4697,2.4
30,0.4366,0.8007,0.8519,45.55,27.2,3.8747,3.5
40,0.4268,0.8035,0.8493,38.05,27.35,4.4759,4.6
50,0.4297,0.7997,0.8523,44.4,23.0,3.8706,5.7
60,0.4226,0.8013,0.8541,43.8,22.1,3.8393,6.8
70,0.4246,0.8013,0.8529,39.7,24.45,4.0427,7.9
80,0.4229,0.8003,0.8533,40.05,25.7,3.9955,9.0
90,0.4194,0.8004,0.8525,34.6,27.25,4.3179,10.1
100,0.4163,0.7982,0.8548,40.3,22.6,3.7737,11.2
