epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5619,0.8142,0.8231,70.85,29.7,4.5045,1.1
20,0.5451,0.8185,0.8307,62.55,28.55,3.9912,2.2
30,0.5352,0.8217,0.8331,58.6,28.7,3.7206,3.3
40,0.5277,0.8237,0.8348,53.65,27.2,3.9783,4.3
50,0.5294,0.8236,0.8328,54.4,28.1,3.954,5.4
60,0.5257,0.8204,0.8323,58.65,27.35,3.6241,6.5
70,0.5208,0.8223,0.8328,53.55,26.0,3.7401,7.6
80,0.5224,0.8211,0.8318,57.8,28.55,3.5978,8.7
90,0.5224,0.8223,0.8323,57.0,28.05,3.6371,9.7
100,0.5139,0.8237,0.8348,56.7,26.45,3.7459,10.8
