epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5634,0.8171,0.8301,70.75,29.9,4.1171,1.0
20,0.5517,0.8171,0.8314,64.35,27.6,3.9275,1.9
30,0.5382,0.8217,0.8321,69.95,25.25,3.8594,2.8
40,0.5335,0.8199,0.8336,68.65,27.2,3.7462,3.8
50,0.526,0.8198,0.8317,56.1,26.8,3.8894,4.7
60,0.5322,0.8213,0.8343,68.3,26.25,3.609,5.6
70,0.5277,0.8218,0.8342,57.4,26.2,3.7181,6.6
80,0.5207,0.8214,0.8354,57.75,25.95,3.7634,7.5
90,0.5198,0.8206,0.8333,63.65,26.1,3.6043,8.4
100,0.5187,0.8226,0.8344,55.75,26.4,3.8058,9.4
