epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4141,0.8145,0.8262,57.75,31.05,4.1271,1.4
20,0.3871,0.8219,0.8309,53.5,25.9,3.7824,2.7
30,0.357,0.8166,0.8206,59.4,24.4,4.0123,4.1
40,0.3157,0.8122,0.8131,82.2,26.25,3.9291,5.4
50,0.281,0.8077,0.808,106.25,25.3,4.0598,6.8
60,0.2543,0.805,0.8013,115.65,25.3,4.0231,8.1
70,0.2344,0.8053,0.8013,124.8,25.7,4.1519,9.5
80,0.2156,0.8024,0.7977,134.55,26.05,4.0131,10.8
90,0.2022,0.8,0.7953,164.7,23.25,4.363,12.1
100,0.1932,0.8036,0.7961,141.85,26.8,4.0832,13.5
