epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6873,0.8142,0.8275,80.75,30.15,4.0046,1.1
20,0.6581,0.814,0.8212,78.85,29.95,4.0358,2.1
30,0.6332,0.8161,0.829,71.95,23.8,4.069,3.1
40,0.6168,0.8137,0.8206,79.55,27.1,4.2608,4.1
50,0.6024,0.8131,0.8215,82.25,27.9,4.3435,5.1
60,0.6017,0.8126,0.8153,93.6,25.2,4.4626,6.1
70,0.5907,0.8114,0.8191,88.55,25.7,4.5081,7.2
80,0.5854,0.8133,0.8201,71.1,27.2,4.3436,8.2
90,0.5822,0.808,0.8116,93.95,26.95,4.7385,9.2
100,0.5765,0.8119,0.8175,84.5,25.9,4.4736,10.2
