epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4323,0.8203,0.8309,86.8,32.0,3.5193,0.8
20,0.3956,0.816,0.8212,86.4,33.6,3.4631,1.6
30,0.3758,0.8152,0.8193,75.6,34.2,4.4721,2.4
40,0.365,0.8139,0.8162,99.8,33.0,3.6849,3.2
50,0.3531,0.8159,0.8183,85.8,32.8,3.7322,3.9
60,0.3461,0.8121,0.8151,100.8,36.0,3.6383,4.6
70,0.3369,0.8144,0.8157,79.2,29.8,3.7219,5.3
80,0.3313,0.812,0.812,95.6,32.2,3.5944,5.9
90,0.3243,0.8142,0.817,73.2,33.4,4.1377,6.6
100,0.3221,0.8111,0.8089,86.4,33.4,3.5417,7.3
