run,config,seed,epoch,threshold,dice,traced
A_dice_clw1_s4,A_dice_clw1,4,10,0.75,0.8013596646084906,0.1504866727986539
A_dice_clw1_s4,A_dice_clw1,4,10,0.775,0.7972901456273979,0.1302782774301299
A_dice_clw1_s4,A_dice_clw1,4,10,0.8,0.7918945179111664,0.11760697441886357
A_dice_clw1_s4,A_dice_clw1,4,10,0.825,0.7851143804812123,0.110625937585871
A_dice_clw1_s4,A_dice_clw1,4,10,0.85,0.7765008246042349,0.1004958400487922
A_dice_clw1_s4,A_dice_clw1,4,10,0.875,0.7651834205990439,0.08868317670584716
A_dice_clw1_s4,A_dice_clw1,4,10,0.9,0.7490583578926351,0.07525911648723566
A_dice_clw1_s5,A_dice_clw1,5,10,0.1,0.7811594396244399,0.6018195137606501
A_dice_clw1_s5,A_dice_clw1,5,10,0.125,0.7891730982089902,0.579331519362296
A_dice_clw1_s5,A_dice_clw1,5,10,0.15,0.7953460066474656,0.543913127441073
A_dice_clw1_s5,A_dice_clw1,5,10,0.175,0.7998379796277263,0.5145746040775482
A_dice_clw1_s5,A_dice_clw1,5,10,0.2,0.8032854041533032,0.5021387720892297
A_dice_clw1_s5,A_dice_clw1,5,10,0.225,0.8062297586846063,0.4791148369210786
A_dice_clw1_s5,A_dice_clw1,5,10,0.25,0.8085630647095413,0.4655496629894307
A_dice_clw1_s5,A_dice_clw1,5,10,0.275,0.8104818600290175,0.4511061405337873
A_dice_clw1_s5,A_dice_clw1,5,10,0.3,0.811903142374193,0.43948583788316736
A_dice_clw1_s5,A_dice_clw1,5,10,0.325,0.8132686158512964,0.4286487046446106
A_dice_clw1_s5,A_dice_clw1,5,10,0.35,0.8144303054599257,0.42075174723292585
A_dice_clw1_s5,A_dice_clw1,5,10,0.375,0.8154783011125373,0.40908837083301275
A_dice_clw1_s5,A_dice_clw1,5,10,0.4,0.8161591917051896,0.38548572462405567
A_dice_clw1_s5,A_dice_clw1,5,10,0.425,0.8167707915884499,0.3787889634109362
A_dice_clw1_s5,A_dice_clw1,5,10,0.45,0.8171573627340492,0.3677992203669745
A_dice_clw1_s5,A_dice_clw1,5,10,0.475,0.8175905985587671,0.3341555097747168
A_dice_clw1_s5,A_dice_clw1,5,10,0.5,0.817661718943629,0.3246025585919069
A_dice_clw1_s5,A_dice_clw1,5,10,0.525,0.8176979253557715,0.3161701514331603
A_dice_clw1_s5,A_dice_clw1,5,10,0.55,0.8175152056855094,0.30534644321762366
A_dice_clw1_s5,A_dice_clw1,5,10,0.575,0.817145501272707,0.29481021465555485
A_dice_clw1_s5,A_dice_clw1,5,10,0.6,0.8164179025301974,0.2790303099596812
A_dice_clw1_s5,A_dice_clw1,5,10,0.625,0.815704077852502,0.27115745711973643
A_dice_clw1_s5,A_dice_clw1,5,10,0.65,0.8145685442669482,0.2608927697324122
A_dice_clw1_s5,A_dice_clw1,5,10,0.675,0.8132168470937226,0.2372340028328122
A_dice_clw1_s5,A_dice_clw1,5,10,0.7,0.8114092772202998,0.22311772153456394
A_dice_clw1_s5,A_dice_clw1,5,10,0.725,0.8090148031704776,0.2091947357968586
A_dice_clw1_s5,A_dice_clw1,5,10,0.75,0.8060860187061865,0.17925802930876275
A_dice_clw1_s5,A_dice_clw1,5,10,0.775,0.8024444245965524,0.16977462324463582
A_dice_clw1_s5,A_dice_clw1,5,10,0.8,0.7977952830862229,0.15673872035634517
A_dice_clw1_s5,A_dice_clw1,5,10,0.825,0.7915287390185122,0.13884479636112876
