run,config,seed,epoch,image,dice,cldice,betti0_err,erl,skel_px
A_dice_clw1_s1,A_dice_clw1,1,40,03,0.79724,0.78034,83.0,950.936,9221
A_dice_clw1_s1,A_dice_clw1,1,40,04,0.82285,0.80419,60.0,3047.647,8926
A_dice_clw1_s1,A_dice_clw1,1,40,05,0.81115,0.78403,98.0,2997.535,9586
A_dice_clw1_s1,A_dice_clw1,1,40,06,0.79698,0.77813,107.0,1452.227,9989
A_dice_clw1_s1,A_dice_clw1,1,40,07,0.80741,0.79822,94.0,2932.597,8968
A_dice_clw1_s1,A_dice_clw1,1,40,08,0.79172,0.77979,102.0,828.129,8585
A_dice_clw1_s1,A_dice_clw1,1,40,09,0.79332,0.7938,85.0,1073.785,8726
A_dice_clw1_s1,A_dice_clw1,1,40,10,0.80654,0.79073,88.0,2926.922,9137
A_dice_clw1_s1,A_dice_clw1,1,40,11,0.80172,0.78572,90.0,3211.941,10456
A_dice_clw1_s1,A_dice_clw1,1,40,12,0.81779,0.83545,67.0,1377.972,8712
A_dice_clw1_s1,A_dice_clw1,1,40,13,0.81205,0.79445,105.0,2103.801,10186
A_dice_clw1_s1,A_dice_clw1,1,40,14,0.81396,0.83329,76.0,4431.972,8358
A_dice_clw1_s1,A_dice_clw1,1,40,15,0.77533,0.81236,119.0,3432.71,7651
A_dice_clw1_s1,A_dice_clw1,1,40,16,0.82993,0.87047,91.0,4454.618,8812
A_dice_clw1_s1,A_dice_clw1,1,40,17,0.80625,0.82385,100.0,1284.405,7984
A_dice_clw1_s1,A_dice_clw1,1,40,18,0.80784,0.86605,87.0,2100.183,7659
A_dice_clw1_s1,A_dice_clw1,1,40,19,0.83507,0.87264,87.0,5238.867,8476
A_dice_clw1_s1,A_dice_clw1,1,40,20,0.79603,0.83722,101.0,1520.936,7373
A_dice_clw1_s1,A_dice_clw1,1,50,01,0.82136,0.85776,70.0,3634.213,9312
A_dice_clw1_s1,A_dice_clw1,1,50,02,0.84792,0.84629,77.0,4234.697,9289
A_dice_clw1_s1,A_dice_clw1,1,50,03,0.78659,0.76804,81.0,332.697,9221
