epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4166,0.8215,0.8334,53.2,25.8,4.1584,1.4
20,0.3856,0.8197,0.8239,58.05,26.7,4.502,2.7
30,0.3561,0.8189,0.8254,64.3,28.85,4.2366,4.0
40,0.3276,0.8104,0.8103,97.05,28.0,4.046,5.3
50,0.2876,0.8113,0.81,96.8,26.3,4.031,6.7
60,0.2587,0.807,0.8054,114.3,25.4,4.2214,8.0
70,0.2405,0.8012,0.7966,151.6,27.45,4.23,9.3
80,0.2197,0.7988,0.7969,107.75,26.55,4.394,10.6
90,0.2047,0.8043,0.8019,133.2,23.2,4.304,12.0
100,0.1944,0.8057,0.8027,114.1,26.85,4.1489,13.3
