epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4592,0.8222,0.8262,55.8,31.0,4.3556,1.4
20,0.4427,0.8239,0.8321,49.2,31.4,3.8986,2.8
30,0.4408,0.8222,0.8258,43.8,33.2,4.5071,4.2
40,0.4257,0.8245,0.8294,39.8,31.0,4.0291,5.6
50,0.4234,0.8306,0.8418,43.2,26.0,3.1387,7.0
60,0.4246,0.8284,0.8415,50.2,25.6,2.7416,8.4
70,0.4219,0.8266,0.8399,41.2,24.2,3.0652,9.8
80,0.4143,0.8285,0.8392,52.8,27.4,2.8601,11.2
90,0.4126,0.8272,0.8393,49.8,26.8,2.8601,12.6
100,0.4044,0.8287,0.8382,56.2,25.0,2.9416,14.0
