epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4675,0.8179,0.8364,49.6,33.0,4.6564,1.2
20,0.4472,0.8112,0.8471,53.2,31.8,3.4459,2.4
30,0.4427,0.812,0.8495,39.0,32.8,3.8422,3.6
40,0.4372,0.815,0.8509,38.8,30.6,4.0298,4.8
50,0.4351,0.8118,0.8523,42.2,29.2,3.7367,6.0
60,0.4285,0.8069,0.8574,38.8,25.4,3.4454,7.2
70,0.4262,0.8104,0.854,35.4,25.0,3.7174,8.4
80,0.4262,0.8099,0.8561,36.4,27.2,3.5322,9.6
90,0.424,0.8078,0.8552,35.4,29.8,3.7692,10.8
100,0.422,0.8089,0.8588,35.2,26.6,3.4654,12.0
