epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5213,0.815,0.8313,70.4,25.75,4.4156,1.0
20,0.5,0.8162,0.8267,72.05,28.1,4.1093,1.9
30,0.4761,0.8161,0.825,86.4,26.95,4.3835,2.8
40,0.4723,0.8174,0.8266,59.85,27.6,4.2483,3.7
50,0.4662,0.8173,0.8251,64.2,25.2,4.3182,4.7
60,0.4541,0.8146,0.824,64.05,27.05,4.3502,5.6
70,0.454,0.8147,0.8219,67.25,28.55,4.3552,6.5
80,0.4503,0.8127,0.82,80.25,29.05,4.3029,7.4
90,0.4421,0.8123,0.8183,66.45,26.65,4.5325,8.4
100,0.4403,0.8123,0.8171,79.55,26.4,4.5456,9.3
