epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4277,0.8084,0.8323,65.3,31.15,4.3291,1.1
20,0.4007,0.806,0.8396,52.35,25.05,4.1929,2.3
30,0.3958,0.8004,0.8431,47.5,25.25,4.2025,3.4
40,0.3828,0.8092,0.8309,59.2,28.15,4.3982,4.5
50,0.3735,0.8078,0.8367,50.15,27.5,4.4748,5.6
60,0.37,0.8043,0.8353,46.5,25.9,4.77,6.8
70,0.3629,0.8061,0.835,54.45,27.95,4.4716,7.9
80,0.3579,0.8068,0.8303,55.35,27.8,4.4445,9.0
90,0.3569,0.8046,0.8316,56.2,25.9,4.5431,10.1
100,0.3543,0.8065,0.8273,62.55,27.05,4.5313,11.2
