epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5186,0.8158,0.8321,55.65,26.2,4.5276,1.0
20,0.4958,0.8166,0.828,67.95,22.7,4.3092,2.1
30,0.4833,0.8177,0.8261,69.45,27.8,4.2181,3.1
40,0.4754,0.8172,0.8254,66.5,25.7,4.21,4.1
50,0.4644,0.8152,0.8238,69.6,26.45,4.3606,5.1
60,0.4569,0.8141,0.8194,74.2,25.9,4.3124,6.1
70,0.4584,0.8164,0.8219,67.1,26.1,4.4378,7.1
80,0.4518,0.8159,0.8247,63.7,23.35,4.326,8.1
90,0.444,0.8159,0.821,67.45,23.7,4.4403,9.1
100,0.4437,0.8148,0.8201,69.25,25.8,4.4257,10.1
