epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,1.11,0.7827,0.8449,56.4,25.8,4.6793,1.1
20,1.0945,0.7776,0.8318,96.8,22.4,6.3101,2.2
30,1.0498,0.784,0.8382,77.6,22.2,5.3957,3.4
40,1.0429,0.7833,0.8365,80.2,23.2,5.7784,4.5
50,1.0271,0.7968,0.8509,46.0,23.6,3.5924,5.6
60,1.0128,0.7861,0.8426,58.0,20.0,4.5736,6.7
70,1.0224,0.7863,0.8429,63.8,23.0,4.9941,7.8
80,1.0153,0.7874,0.8442,59.0,22.2,4.8279,8.9
90,1.0132,0.7815,0.8382,70.8,20.4,5.7609,9.9
100,1.0064,0.7902,0.8435,54.0,21.4,4.3614,11.0
