epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5222,0.816,0.8283,81.65,25.4,4.2038,0.9
20,0.5002,0.8172,0.8257,65.75,28.8,4.3079,1.9
30,0.4762,0.8163,0.8251,76.55,29.95,4.1904,2.8
40,0.4691,0.817,0.8261,63.5,30.0,4.3894,3.8
50,0.4635,0.815,0.8216,67.2,27.6,4.4354,4.8
60,0.4519,0.8151,0.823,66.7,29.4,4.4085,5.8
70,0.4531,0.8136,0.8204,73.0,28.3,4.2442,6.7
80,0.4505,0.8101,0.8158,83.3,27.8,4.4995,7.7
90,0.4429,0.8139,0.8212,66.5,27.5,4.5534,8.7
100,0.4412,0.8124,0.8179,70.8,29.05,4.5449,9.7
