epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4296,0.8227,0.8329,81.6,28.4,3.2797,0.7
20,0.3987,0.8231,0.8311,79.2,32.2,3.5536,1.4
30,0.383,0.8219,0.8264,83.0,28.6,3.4332,2.1
40,0.3661,0.8182,0.8228,73.6,32.4,3.8008,2.8
50,0.3541,0.811,0.8126,136.6,32.6,4.3502,3.5
60,0.347,0.8152,0.8169,80.0,34.6,3.6206,4.2
70,0.335,0.8095,0.8089,89.0,33.6,3.8208,4.9
80,0.3319,0.811,0.809,107.8,32.8,3.9657,5.6
90,0.3247,0.8108,0.8102,93.4,33.8,3.7567,6.3
100,0.323,0.8074,0.8032,123.4,36.2,4.0267,7.0
