epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4699,0.8143,0.8173,62.1,28.85,6.2302,4.7
20,0.4567,0.8193,0.8243,47.55,28.0,5.7734,9.5
30,0.4484,0.8209,0.8293,57.75,25.55,4.6826,14.2
40,0.4369,0.8156,0.8157,56.15,29.95,5.8036,19.0
50,0.4377,0.8204,0.8286,54.6,27.2,4.7907,23.7
60,0.4356,0.822,0.8251,52.15,28.15,5.1185,28.5
70,0.4316,0.8224,0.8265,46.15,25.1,5.518,33.2
80,0.4295,0.8236,0.8299,56.25,26.45,4.3698,37.9
90,0.4294,0.822,0.8274,58.7,26.8,4.5272,42.7
100,0.4247,0.8249,0.8317,53.85,24.9,4.4782,47.4
