epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4684,0.8163,0.8244,79.75,28.0,4.6602,1.0
20,0.4548,0.8188,0.826,55.15,26.9,5.414,1.9
30,0.4465,0.8204,0.8281,56.0,27.85,4.6553,2.8
40,0.437,0.8176,0.8196,57.65,29.05,5.4088,3.7
50,0.4369,0.8197,0.8292,51.2,28.4,4.9949,4.7
60,0.4358,0.8226,0.8264,55.4,27.95,5.0003,5.6
70,0.4301,0.8229,0.8251,54.9,27.8,4.99,6.5
80,0.4309,0.8239,0.8317,58.55,26.65,4.2443,7.4
90,0.4293,0.8229,0.8279,59.35,27.95,4.5256,8.4
100,0.4256,0.8246,0.8304,58.05,26.65,4.4587,9.3
