epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.465,0.8093,0.8368,42.2,32.8,5.2806,1.2
20,0.4521,0.8093,0.8483,44.2,28.8,4.2,2.4
30,0.4427,0.8118,0.8505,44.0,28.6,3.8008,3.6
40,0.4384,0.8127,0.8552,46.0,26.0,3.3786,4.8
50,0.4383,0.8096,0.8546,37.4,28.0,3.4182,6.0
60,0.4325,0.8084,0.8556,36.6,27.4,3.5103,7.2
70,0.4276,0.8088,0.8588,38.8,26.2,3.4654,8.5
80,0.4252,0.8086,0.8555,33.2,27.8,3.481,9.7
90,0.4232,0.81,0.8558,36.8,26.8,3.6362,10.9
100,0.4229,0.8099,0.8571,41.6,25.2,3.2931,12.1
