epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4174,0.8197,0.8316,62.2,33.6,4.0334,1.0
20,0.3946,0.8208,0.8361,60.0,30.6,3.6377,2.0
30,0.3778,0.8206,0.828,63.0,35.0,3.8246,2.9
40,0.3658,0.8159,0.8245,70.4,35.8,3.8525,3.9
50,0.3582,0.8191,0.8237,72.2,32.2,3.8155,4.9
60,0.3499,0.8185,0.8243,79.6,30.2,3.2818,5.9
70,0.3421,0.8187,0.8217,68.4,27.8,3.7322,6.8
80,0.3378,0.8144,0.8141,74.4,32.4,4.0819,7.6
90,0.3339,0.8165,0.8167,80.0,30.0,3.5092,8.4
100,0.3275,0.814,0.8108,82.8,30.6,3.6008,9.2
