epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5921,0.8162,0.8298,71.9,26.9,4.249,0.8
20,0.5629,0.8159,0.821,86.7,26.4,4.3011,1.6
30,0.5417,0.8154,0.823,90.95,27.15,4.3293,2.4
40,0.5284,0.8129,0.8203,87.1,28.85,4.4,3.2
50,0.5156,0.8101,0.8179,98.05,24.45,4.644,4.0
60,0.5077,0.8123,0.8186,80.85,28.8,4.4372,4.7
70,0.5041,0.8123,0.817,85.35,28.0,4.4486,5.5
80,0.4958,0.8096,0.8153,99.5,26.7,4.4963,6.3
90,0.4877,0.8099,0.8142,88.35,29.85,4.4706,7.1
100,0.4839,0.8077,0.8113,96.85,28.6,4.4713,7.9
