config,run,epoch,seed,field_arm,image,source,along,across,erl_split,erl_bridged,dice,fg
A_dice,A_dice_s10,10,10,H_aug_dir,01,raw,0.0,0.0,0.5,0.67761,0.82844,33029
A_dice,A_dice_s10,10,10,H_aug_dir,01,isotropic,0.25,0.25,0.5,0.67761,0.82844,33029
A_dice,A_dice_s10,10,10,H_aug_dir,01,isotropic,0.5,0.5,0.76199,0.80177,0.66496,56189
A_dice,A_dice_s10,10,10,H_aug_dir,01,isotropic,0.75,0.75,0.77857,0.82518,0.60224,65545
A_dice,A_dice_s10,10,10,H_aug_dir,01,isotropic,1.0,1.0,0.8501,0.85723,0.53421,78162
A_dice,A_dice_s10,10,10,H_aug_dir,01,isotropic,1.5,1.5,0.87723,0.88206,0.43404,103770
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,0.0,0.25,0.5,0.67761,0.82844,33029
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,0.0,0.5,0.56054,0.73232,0.75875,41181
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,0.0,1.0,0.71606,0.79559,0.62155,61729
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,0.5,0.0,0.53837,0.71197,0.81697,35189
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,0.5,0.25,0.55945,0.72711,0.80497,37432
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,0.5,0.5,0.76085,0.80061,0.67345,55000
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,0.5,1.0,0.77762,0.83102,0.56956,70989
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,1.0,0.0,0.66547,0.78986,0.78633,40737
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,1.0,0.25,0.70147,0.79829,0.76603,43421
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,1.0,0.5,0.78293,0.84101,0.65836,57355
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,1.0,1.0,0.8495,0.85664,0.53966,77061
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,1.5,0.0,0.70513,0.81119,0.76219,44046
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,1.5,0.25,0.77587,0.83786,0.73063,48162
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,1.5,0.5,0.83418,0.85684,0.64047,60191
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,1.5,1.0,0.86321,0.86501,0.52419,80517
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,2.0,0.0,0.76461,0.84653,0.72652,48598
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,2.0,0.25,0.80449,0.85326,0.70314,51736
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,2.0,0.5,0.84008,0.86301,0.61601,64004
A_dice,A_dice_s10,10,10,H_aug_dir,01,oracle,2.0,1.0,0.87622,0.87663,0.50823,84249
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,0.0,0.25,0.5,0.67761,0.82844,33029
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,0.0,0.5,0.54249,0.73341,0.78662,38532
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,0.0,1.0,0.64287,0.7893,0.68977,51509
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,0.5,0.0,0.5222,0.71795,0.78803,38476
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,0.5,0.25,0.54953,0.74009,0.77172,40795
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,0.5,0.5,0.76105,0.80081,0.6702,55415
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,0.5,1.0,0.78368,0.83006,0.60425,65186
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,1.0,0.0,0.58976,0.78375,0.6889,51646
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,1.0,0.25,0.61919,0.80248,0.66572,55148
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,1.0,0.5,0.7814,0.83063,0.60338,65330
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,1.0,1.0,0.82968,0.85644,0.53758,77458
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,1.5,0.0,0.69177,0.82319,0.60534,64236
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,1.5,0.25,0.77947,0.83571,0.55788,73044
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,1.5,0.5,0.83163,0.86081,0.50796,83773
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,1.5,1.0,0.86142,0.8688,0.47272,92515
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,2.0,0.0,0.76749,0.84672,0.51524,81482
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,2.0,0.25,0.81623,0.85663,0.48989,87765
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,2.0,0.5,0.85963,0.87481,0.44632,99805
A_dice,A_dice_s10,10,10,H_aug_dir,01,shuffled,2.0,1.0,0.87824,0.88347,0.41623,109540
A_dice,A_dice_s10,10,10,H_aug_dir,02,raw,0.0,0.0,0.21173,0.65228,0.85054,33760
A_dice,A_dice_s10,10,10,H_aug_dir,02,isotropic,0.25,0.25,0.21173,0.65228,0.85054,33760
A_dice,A_dice_s10,10,10,H_aug_dir,02,isotropic,0.5,0.5,0.74717,0.79386,0.72367,56456
A_dice,A_dice_s10,10,10,H_aug_dir,02,isotropic,0.75,0.75,0.78173,0.80849,0.65872,65763
A_dice,A_dice_s10,10,10,H_aug_dir,02,isotropic,1.0,1.0,0.80143,0.82658,0.58815,78032
A_dice,A_dice_s10,10,10,H_aug_dir,02,isotropic,1.5,1.5,0.84535,0.86477,0.48121,103681
A_dice,A_dice_s10,10,10,H_aug_dir,02,oracle,0.0,0.25,0.21173,0.65228,0.85054,33760
A_dice,A_dice_s10,10,10,H_aug_dir,02,oracle,0.0,0.5,0.56606,0.68611,0.79957,41773
