config,run,epoch,seed,field_arm,image,source,along,across,erl_split,erl_bridged,dice,fg
A_dice,A_dice_s4,10,4,H_aug_dir,01,raw,0.0,0.0,0.42879,0.65061,0.82589,32871
A_dice,A_dice_s4,10,4,H_aug_dir,01,isotropic,0.25,0.25,0.42879,0.65061,0.82589,32871
A_dice,A_dice_s4,10,4,H_aug_dir,01,isotropic,0.5,0.5,0.74295,0.76528,0.66454,55521
A_dice,A_dice_s4,10,4,H_aug_dir,01,isotropic,0.75,0.75,0.75447,0.77192,0.60383,64517
A_dice,A_dice_s4,10,4,H_aug_dir,01,isotropic,1.0,1.0,0.77762,0.82203,0.53539,77110
A_dice,A_dice_s4,10,4,H_aug_dir,01,isotropic,1.5,1.5,0.83887,0.85426,0.43715,102182
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,0.0,0.25,0.42879,0.65061,0.82589,32871
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,0.0,0.5,0.51066,0.69002,0.75677,40840
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,0.0,1.0,0.72036,0.75347,0.62154,60984
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,0.5,0.0,0.47277,0.67615,0.81383,35001
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,0.5,0.25,0.52788,0.69625,0.80196,37217
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,0.5,0.5,0.73834,0.76359,0.67279,54340
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,0.5,1.0,0.7582,0.79001,0.57031,69987
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,1.0,0.0,0.63953,0.73862,0.78414,40308
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,1.0,0.25,0.66415,0.75255,0.76548,42917
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,1.0,0.5,0.75414,0.77966,0.6587,56608
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,1.0,1.0,0.77686,0.82125,0.54084,76014
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,1.5,0.0,0.67841,0.77599,0.76167,43473
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,1.5,0.25,0.70433,0.78834,0.73248,47359
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,1.5,0.5,0.76989,0.80425,0.64223,59301
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,1.5,1.0,0.81084,0.83533,0.52699,79299
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,2.0,0.0,0.7027,0.80097,0.72887,47759
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,2.0,0.25,0.71974,0.81022,0.70549,50882
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,2.0,0.5,0.80949,0.83063,0.61892,63014
A_dice,A_dice_s4,10,4,H_aug_dir,01,oracle,2.0,1.0,0.83848,0.85406,0.51218,82868
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,0.0,0.25,0.42879,0.65061,0.82589,32871
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,0.0,0.5,0.4883,0.69804,0.78646,38111
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,0.0,1.0,0.61233,0.7477,0.68831,51111
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,0.5,0.0,0.4648,0.68928,0.78608,38156
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,0.5,0.25,0.4981,0.70453,0.76965,40545
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,0.5,0.5,0.7422,0.76434,0.67014,54725
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,0.5,1.0,0.74853,0.78564,0.60465,64317
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,1.0,0.0,0.56842,0.75141,0.6876,51238
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,1.0,0.25,0.63799,0.75963,0.66544,54523
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,1.0,0.5,0.76591,0.79159,0.60503,64304
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,1.0,1.0,0.77724,0.82145,0.53891,76389
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,1.5,0.0,0.6447,0.79786,0.60544,63335
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,1.5,0.25,0.72586,0.80999,0.55949,71827
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,1.5,0.5,0.77592,0.83197,0.50953,82574
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,1.5,1.0,0.81914,0.84199,0.47539,91119
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,2.0,0.0,0.70084,0.81753,0.5177,80009
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,2.0,0.25,0.75079,0.82864,0.49301,86151
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,2.0,0.5,0.8145,0.84416,0.44926,98272
A_dice,A_dice_s4,10,4,H_aug_dir,01,shuffled,2.0,1.0,0.8377,0.85704,0.4196,107852
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,0.0,0.25,0.42879,0.65061,0.82589,32871
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,0.0,0.5,0.51984,0.69145,0.75715,40940
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,0.0,1.0,0.73151,0.75908,0.61796,61711
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,0.5,0.0,0.46328,0.66824,0.8159,34641
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,0.5,0.25,0.52145,0.69463,0.80406,36826
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,0.5,0.5,0.7387,0.76396,0.67461,54057
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,0.5,1.0,0.75503,0.78697,0.56862,70385
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,1.0,0.0,0.59759,0.73511,0.7903,39233
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,1.0,0.25,0.6315,0.75141,0.77202,41765
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,1.0,0.5,0.75191,0.77437,0.66199,56066
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,1.0,1.0,0.77705,0.82145,0.54215,75752
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,1.5,0.0,0.63016,0.75126,0.77266,41536
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,1.5,0.25,0.72579,0.77019,0.74698,45146
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,1.5,0.5,0.76968,0.79374,0.65221,57642
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,1.5,1.0,0.78921,0.82867,0.52975,78574
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,2.0,0.0,0.6605,0.77545,0.74806,44824
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,2.0,0.25,0.7324,0.78324,0.72727,47668
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,2.0,0.5,0.77384,0.79835,0.63724,59965
A_dice,A_dice_s4,10,4,H_aug_dir,01,predicted,2.0,1.0,0.81858,0.84674,0.52007,80900
A_dice,A_dice_s4,10,4,H_aug_dir,02,raw,0.0,0.0,0.48948,0.64378,0.85136,33751
A_dice,A_dice_s4,10,4,H_aug_dir,02,isotropic,0.25,0.25,0.48948,0.64378,0.85136,33751
A_dice,A_dice_s4,10,4,H_aug_dir,02,isotropic,0.5,0.5,0.74043,0.76386,0.72688,55586
A_dice,A_dice_s4,10,4,H_aug_dir,02,isotropic,0.75,0.75,0.76168,0.77973,0.66391,64524
A_dice,A_dice_s4,10,4,H_aug_dir,02,isotropic,1.0,1.0,0.79366,0.79501,0.59451,76408
A_dice,A_dice_s4,10,4,H_aug_dir,02,isotropic,1.5,1.5,0.83208,0.83738,0.4883,101123
A_dice,A_dice_s4,10,4,H_aug_dir,02,oracle,0.0,0.25,0.48948,0.64378,0.85136,33751
A_dice,A_dice_s4,10,4,H_aug_dir,02,oracle,0.0,0.5,0.56422,0.67314,0.79869,41496
A_dice,A_dice_s4,10,4,H_aug_dir,02,oracle,0.0,1.0,0.70534,0.75838,0.68131,61236
