epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.3884,0.813,0.8608,63.8,25.0,6.6746,1.2
20,0.3631,0.8219,0.8633,70.5,22.1,5.4309,2.4
30,0.3554,0.8238,0.8713,52.4,20.7,5.3044,3.7
40,0.3403,0.8322,0.8732,52.3,19.2,5.2596,4.9
50,0.339,0.8243,0.872,53.6,20.5,4.6276,6.1
60,0.3353,0.8334,0.8787,54.2,18.2,4.5356,7.3
70,0.3265,0.8316,0.8784,42.3,19.4,4.7359,8.5
80,0.3253,0.8327,0.8801,45.3,17.8,5.4266,9.7
90,0.3223,0.8292,0.878,50.1,17.9,4.9727,10.9
100,0.322,0.8338,0.8791,44.7,16.5,4.9026,12.1
