epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4162,0.8222,0.8305,72.6,34.2,3.362,0.7
20,0.3723,0.8167,0.825,88.4,30.6,3.2021,1.5
30,0.3374,0.8149,0.8187,86.4,33.2,3.5121,2.2
40,0.315,0.807,0.8101,82.4,33.0,3.5103,2.9
50,0.2954,0.8081,0.8039,105.4,32.4,3.4894,3.6
60,0.2787,0.8095,0.8081,92.4,34.0,3.534,4.3
70,0.2642,0.8066,0.8051,74.6,35.2,4.0574,5.0
80,0.2551,0.8042,0.8042,94.0,38.0,3.7322,5.7
90,0.246,0.8031,0.8001,110.2,33.0,3.767,6.4
100,0.2397,0.8029,0.8001,94.4,37.0,4.0488,7.1
