epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5219,0.8135,0.8236,64.85,30.65,4.7434,1.0
20,0.4969,0.8176,0.8237,80.4,28.05,4.103,2.0
30,0.4838,0.8185,0.8278,64.2,29.25,4.1969,3.0
40,0.4771,0.8175,0.8227,65.2,28.0,4.2302,3.9
50,0.464,0.8161,0.8213,69.4,30.6,4.3614,4.9
60,0.4624,0.8166,0.8246,68.9,29.8,4.1934,5.8
70,0.4538,0.816,0.8228,71.45,28.1,4.1924,6.7
80,0.45,0.8135,0.8193,72.65,29.55,4.2664,7.7
90,0.4434,0.8152,0.8195,64.1,26.8,4.6096,8.6
100,0.4418,0.8122,0.8154,87.0,27.25,4.3859,9.5
