epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5209,0.794,0.8105,86.0,44.0,4.9838,2.7
20,0.5005,0.8053,0.8194,64.0,29.6,4.6441,5.4
30,0.4907,0.8086,0.8194,68.6,38.2,4.2783,8.1
40,0.4834,0.8114,0.8228,62.2,35.8,4.4776,10.8
50,0.4778,0.8061,0.818,69.6,42.2,4.5789,13.5
60,0.4746,0.8138,0.825,61.6,35.2,4.1902,16.2
70,0.4646,0.8114,0.8215,66.6,39.4,4.3803,19.0
80,0.4666,0.811,0.8252,67.8,36.6,3.7287,21.6
90,0.466,0.8132,0.8249,57.2,38.8,4.5043,24.3
100,0.4633,0.816,0.8282,55.8,34.8,3.8147,27.0
