epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.56,0.815,0.8276,72.15,29.35,4.2764,1.1
20,0.5419,0.8181,0.8299,66.2,28.75,3.8953,2.1
30,0.5358,0.8215,0.8319,66.3,28.45,3.6065,3.1
40,0.5287,0.8235,0.8348,56.55,26.75,3.8383,4.1
50,0.5292,0.8236,0.8318,59.3,28.1,3.8301,5.1
60,0.5253,0.8212,0.8333,56.75,25.35,3.7848,6.1
70,0.5202,0.8221,0.8327,55.35,26.3,3.7391,7.1
80,0.5226,0.8215,0.8335,55.4,28.9,3.6276,8.1
90,0.522,0.8223,0.8314,57.65,28.7,3.6582,9.2
100,0.5147,0.8229,0.8351,50.3,27.6,3.9201,10.2
