epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.5622,0.818,0.8318,61.45,25.8,4.3558,1.0
20,0.5437,0.8196,0.8337,59.05,25.5,4.1012,2.1
30,0.536,0.8218,0.8333,64.45,26.55,3.7905,3.1
40,0.5298,0.8195,0.8322,63.6,27.5,3.7946,4.1
50,0.5338,0.8208,0.8303,64.2,27.25,3.747,5.1
60,0.5208,0.8224,0.833,57.8,25.15,3.7475,6.1
70,0.5191,0.8233,0.8357,54.45,26.7,3.6915,7.1
80,0.5155,0.8217,0.8325,60.8,25.55,3.495,8.1
90,0.5166,0.8216,0.8332,55.45,26.35,3.7541,9.2
100,0.5127,0.8216,0.8345,56.75,25.45,3.714,10.2
