epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.6681,0.8029,0.8234,194.0,34.1429,8.0757,0.7
20,0.6479,0.8084,0.831,174.5714,29.8571,5.56,1.5
30,0.6365,0.8108,0.8311,156.8571,34.5714,5.4447,2.2
40,0.63,0.8139,0.8365,110.1429,34.2857,5.6305,2.9
50,0.6221,0.8104,0.8314,134.8571,32.8571,4.9667,3.6
60,0.618,0.8143,0.8381,103.4286,28.1429,4.8096,4.3
70,0.6136,0.8145,0.838,126.0,32.2857,4.6042,5.0
80,0.6223,0.8132,0.8349,129.5714,32.5714,4.6792,5.8
90,0.6126,0.8122,0.8358,129.5714,33.2857,4.8695,6.5
100,0.6067,0.8141,0.8361,118.0,31.2857,4.6587,7.2
