epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4009,0.8147,0.8275,66.15,31.95,4.159,1.1
20,0.3668,0.8174,0.831,55.05,22.7,4.3169,2.2
30,0.3461,0.8146,0.8176,62.0,30.65,4.6239,3.3
40,0.3194,0.8118,0.8171,70.45,27.9,4.3364,4.4
50,0.3065,0.8094,0.8056,83.65,28.45,4.2339,5.4
60,0.2953,0.8073,0.8051,89.1,28.35,4.4392,6.5
70,0.2804,0.8026,0.7973,95.4,29.2,4.4782,7.5
80,0.274,0.8068,0.8068,74.7,28.2,4.4325,8.6
90,0.2653,0.8046,0.8005,74.35,29.2,4.5322,9.6
100,0.2584,0.8048,0.8006,88.5,26.65,4.2838,10.7
