epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4001,0.8188,0.8286,60.45,29.5,4.0695,16.4
20,0.3701,0.8147,0.8299,57.55,25.2,4.3245,40.9
30,0.3459,0.8113,0.8159,64.4,29.55,4.5647,63.3
40,0.3221,0.811,0.8173,67.5,26.85,4.3562,86.8
50,0.3109,0.8112,0.8109,77.3,26.35,4.3946,111.0
60,0.295,0.8064,0.8017,78.45,26.7,4.3581,134.7
70,0.2837,0.8027,0.7974,94.3,28.25,4.4427,158.5
80,0.2731,0.806,0.8011,86.1,26.75,4.5154,182.9
90,0.2643,0.8054,0.8012,79.55,27.35,4.3724,202.7
100,0.2602,0.8031,0.7976,100.45,26.2,4.5163,218.8
