epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.401,0.8166,0.8361,49.9,25.95,4.4565,1.7
20,0.3645,0.8193,0.8306,49.35,26.4,4.1294,3.3
30,0.3307,0.8129,0.8173,59.05,29.0,4.2409,5.0
40,0.3028,0.8134,0.8157,60.7,28.0,4.44,6.7
50,0.273,0.8075,0.8038,82.25,27.4,3.9724,8.4
60,0.2439,0.8005,0.792,132.2,29.35,4.316,10.1
70,0.2193,0.8041,0.7974,99.4,26.95,4.1538,11.7
80,0.2029,0.8045,0.7989,96.6,25.95,4.0343,13.4
90,0.1943,0.7999,0.7905,110.1,26.45,4.1072,15.0
100,0.1778,0.804,0.7985,112.0,26.45,4.1711,16.7
