epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4792,0.808,0.8089,74.4,36.8,6.3659,0.9
20,0.4556,0.8218,0.829,73.0,31.4,4.122,1.8
30,0.4523,0.8214,0.825,57.8,33.0,4.6124,2.6
40,0.4475,0.8225,0.8273,50.0,29.4,5.1854,3.5
50,0.4496,0.8213,0.8245,52.6,27.6,5.1595,4.4
60,0.4423,0.8245,0.8302,55.8,31.2,4.122,5.2
70,0.4334,0.8241,0.8286,56.6,30.2,4.6314,6.1
80,0.4339,0.8261,0.8319,62.6,26.4,4.0952,6.9
90,0.4333,0.8234,0.8314,60.4,31.4,4.0342,7.8
100,0.4285,0.8257,0.8316,55.2,30.2,4.5736,8.6
