epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.4633,0.8182,0.8489,49.2,27.0,3.9623,1.0
20,0.4525,0.8113,0.8467,39.0,30.2,4.2467,2.0
30,0.4464,0.8077,0.8483,41.4,28.6,3.9585,3.0
40,0.4393,0.81,0.8539,36.6,25.8,4.0223,4.0
50,0.4294,0.81,0.8543,42.4,28.2,3.5193,5.0
60,0.4336,0.8101,0.8548,38.0,27.6,3.5506,6.1
70,0.4327,0.8087,0.8551,40.6,28.2,3.373,7.1
80,0.4243,0.81,0.8571,39.2,26.0,3.3195,8.1
90,0.4246,0.8084,0.8535,39.0,25.8,3.7849,9.1
100,0.4221,0.8112,0.8568,38.4,21.6,3.3163,10.1
