epoch,loss,dice,cldice,betti0_err,betti1_err,hd95,minutes
10,0.418,0.8159,0.8335,59.25,27.95,4.6387,1.2
20,0.3949,0.8183,0.8322,54.25,27.25,4.4431,2.3
30,0.3803,0.8157,0.8291,55.4,27.2,4.2508,3.4
40,0.3679,0.8146,0.8262,62.4,27.15,4.1102,4.6
50,0.366,0.8146,0.8299,59.9,24.4,4.2209,5.7
60,0.358,0.8148,0.823,64.7,28.45,4.3897,6.8
70,0.3518,0.814,0.8264,61.65,26.2,4.3502,8.0
80,0.3506,0.8142,0.8194,70.75,26.5,4.3262,9.1
90,0.348,0.8147,0.8216,61.9,24.55,4.3594,10.2
100,0.3396,0.8103,0.816,70.95,29.5,4.3056,11.3
